id_provincia,id_partidos,año,Votos
1,2,2024,4953
2,2,2024,17717
3,2,2024,75219
4,2,2024,32885
5,2,2024,8282
6,2,2024,25027
7,2,2024,35644
8,2,2024,109723
9,2,2024,15259
10,2,2024,15921
11,2,2024,42127
12,2,2024,26993
13,2,2024,22405
14,2,2024,30672
15,2,2024,20262
16,2,2024,10116
17,2,2024,12159
18,2,2024,39808
19,2,2024,14950
20,2,2024,5857
21,2,2024,16322
22,2,2024,9661
23,2,2024,26771
24,2,2024,19771
25,2,2024,7209
26,2,2024,10834
27,2,2024,5874
28,2,2024,297513
29,2,2024,59450
30,2,2024,82125
31,2,2024,17258
32,2,2024,5649
33,2,2024,42004
34,2,2024,7785
35,2,2024,44534
36,2,2024,16282
37,2,2024,14730
38,2,2024,36751
39,2,2024,25265
40,2,2024,7111
41,2,2024,69353
42,2,2024,3527
43,2,2024,18733
44,2,2024,6075
45,2,2024,38464
46,2,2024,123905
47,2,2024,27508
48,2,2024,12245
49,2,2024,7409
50,2,2024,44265
51,2,2024,3309
52,2,2024,2594
1,3,2024,27000
2,3,2024,172
3,3,2024,2137
4,3,2024,196
5,3,2024,102
6,3,2024,201
7,3,2024,16457
8,3,2024,256713
9,3,2024,668
10,3,2024,206
11,3,2024,543
12,3,2024,1405
13,3,2024,142
14,3,2024,179
15,3,2024,78624
16,3,2024,94
17,3,2024,34441
18,3,2024,446
19,3,2024,255
20,3,2024,96351
21,3,2024,141
22,3,2024,352
23,3,2024,123
24,3,2024,398
25,3,2024,23044
26,3,2024,453
27,3,2024,17423
28,3,2024,7481
29,3,2024,531
30,3,2024,514
31,3,2024,48779
32,3,2024,15448
33,3,2024,1658
34,3,2024,103
35,3,2024,897
36,3,2024,68515
37,3,2024,193
38,3,2024,886
39,3,2024,825
40,3,2024,150
41,3,2024,739
42,3,2024,67
43,3,2024,39936
44,3,2024,141
45,3,2024,257
46,3,2024,4916
47,3,2024,409
48,3,2024,105612
49,3,2024,93
50,3,2024,1046
51,3,2024,21
52,3,2024,18
1,4,2024,4738
2,4,2024,4912
3,4,2024,36217
4,4,2024,6035
5,4,2024,1770
6,4,2024,6277
7,4,2024,13882
8,4,2024,87128
9,4,2024,5234
10,4,2024,3970
11,4,2024,21725
12,4,2024,16661
13,4,2024,4888
14,4,2024,19726
15,4,2024,9947
16,4,2024,2121
17,4,2024,6282
18,4,2024,16353
19,4,2024,4285
20,4,2024,8466
21,4,2024,6687
22,4,2024,4079
23,4,2024,8566
24,4,2024,5314
25,4,2024,2570
26,4,2024,4008
27,4,2024,1546
28,4,2024,161734
29,4,2024,25953
30,4,2024,16984
31,4,2024,10017
32,4,2024,1479
33,4,2024,25189
34,4,2024,1892
35,4,2024,15957
36,4,2024,10187
37,4,2024,3335
38,4,2024,11209
39,4,2024,8053
40,4,2024,2316
41,4,2024,43123
42,4,2024,770
43,4,2024,6775
44,4,2024,1645
45,4,2024,7980
46,4,2024,97391
47,4,2024,8808
48,4,2024,15407
49,4,2024,1366
50,4,2024,20747
51,4,2024,312
52,4,2024,317
1,9,2024,2892
2,9,2024,8762
3,9,2024,38747
4,9,2024,15204
5,9,2024,3014
6,9,2024,9135
7,9,2024,17085
8,9,2024,51778
9,9,2024,6097
10,9,2024,5070
11,9,2024,25396
12,9,2024,11723
13,9,2024,7890
14,9,2024,16118
15,9,2024,9231
16,9,2024,3218
17,9,2024,4627
18,9,2024,20628
19,9,2024,6738
20,9,2024,3936
21,9,2024,7852
22,9,2024,4034
23,9,2024,10975
24,9,2024,7774
25,9,2024,2759
26,9,2024,4529
27,9,2024,2232
28,9,2024,141092
29,9,2024,38985
30,9,2024,34101
31,9,2024,7972
32,9,2024,2373
33,9,2024,13955
34,9,2024,2987
35,9,2024,23287
36,9,2024,8877
37,9,2024,5326
38,9,2024,19661
39,9,2024,14612
40,9,2024,2971
41,9,2024,45589
42,9,2024,1159
43,9,2024,8024
44,9,2024,2518
45,9,2024,13004
46,9,2024,63116
47,9,2024,11072
48,9,2024,8215
49,9,2024,2394
50,9,2024,19990
51,9,2024,1544
52,9,2024,1088
1,15,2024,4577
2,15,2024,3475
3,15,2024,16346
4,15,2024,3801
5,15,2024,1538
6,15,2024,5301
7,15,2024,10001
8,15,2024,93440
9,15,2024,3895
10,15,2024,3874
11,15,2024,11208
12,15,2024,6086
13,15,2024,3468
14,15,2024,7721
15,15,2024,9962
16,15,2024,1569
17,15,2024,6774
18,15,2024,10199
19,15,2024,3223
20,15,2024,8407
21,15,2024,3836
22,15,2024,2414
23,15,2024,4645
24,15,2024,4846
25,15,2024,2644
26,15,2024,2877
27,15,2024,1787
28,15,2024,124347
29,15,2024,14709
30,15,2024,12216
31,15,2024,8394
32,15,2024,1545
33,15,2024,16027
34,15,2024,1360
35,15,2024,11697
36,15,2024,8580
37,15,2024,3071
38,15,2024,11544
39,15,2024,6922
40,15,2024,1707
41,15,2024,25292
42,15,2024,733
43,15,2024,7115
44,15,2024,986
45,15,2024,5791
46,15,2024,36693
47,15,2024,6479
48,15,2024,14892
49,15,2024,1324
50,15,2024,12418
51,15,2024,400
52,15,2024,300
1,7,2024,61
2,7,2024,12
3,7,2024,496
4,7,2024,41
5,7,2024,16
6,7,2024,154
7,7,2024,2332
8,7,2024,288505
9,7,2024,22
10,7,2024,24
11,7,2024,197
12,7,2024,418
13,7,2024,23
14,7,2024,42
15,7,2024,72
16,7,2024,11
17,7,2024,68138
18,7,2024,50
19,7,2024,20
20,7,2024,176
21,7,2024,82
22,7,2024,104
23,7,2024,36
24,7,2024,121
25,7,2024,32642
26,7,2024,23
27,7,2024,61
28,7,2024,1166
29,7,2024,370
30,7,2024,149
31,7,2024,115
32,7,2024,41
33,7,2024,57
34,7,2024,11
35,7,2024,153
36,7,2024,138
37,7,2024,202
38,7,2024,183
39,7,2024,36
40,7,2024,7
41,7,2024,179
42,7,2024,7
43,7,2024,42001
44,7,2024,28
45,7,2024,19
46,7,2024,1077
47,7,2024,27
48,7,2024,210
49,7,2024,6
50,7,2024,79
51,7,2024,4
52,7,2024,3
1,8,2024,19129
2,8,2024,28
3,8,2024,261
4,8,2024,47
5,8,2024,21
6,8,2024,36
7,8,2024,3066
8,8,2024,1649
9,8,2024,129
10,8,2024,25
11,8,2024,125
12,8,2024,81
13,8,2024,38
14,8,2024,64
15,8,2024,145
16,8,2024,25
17,8,2024,191
18,8,2024,86
19,8,2024,41
20,8,2024,57735
21,8,2024,44
22,8,2024,28
23,8,2024,36
24,8,2024,44
25,8,2024,110
26,8,2024,100
27,8,2024,46
28,8,2024,1432
29,8,2024,151
30,8,2024,148
31,8,2024,8241
32,8,2024,32
33,8,2024,138
34,8,2024,22
35,8,2024,22221
36,8,2024,119
37,8,2024,51
38,8,2024,46055
39,8,2024,261
40,8,2024,26
41,8,2024,190
42,8,2024,9
43,8,2024,222
44,8,2024,15
45,8,2024,74
46,8,2024,450
47,8,2024,87
48,8,2024,118771
49,8,2024,18
50,8,2024,143
51,8,2024,4
52,8,2024,3
1,13,2024,797
2,13,2024,936
3,13,2024,5107
4,13,2024,1243
5,13,2024,286
6,13,2024,998
7,13,2024,2917
8,13,2024,24804
9,13,2024,922
10,13,2024,625
11,13,2024,3763
12,13,2024,1605
13,13,2024,946
14,13,2024,1774
15,13,2024,2208
16,13,2024,330
17,13,2024,2808
18,13,2024,2219
19,13,2024,837
20,13,2024,1353
21,13,2024,987
22,13,2024,508
23,13,2024,1222
24,13,2024,918
25,13,2024,1004
26,13,2024,627
27,13,2024,510
28,13,2024,20033
29,13,2024,5641
30,13,2024,3523
31,13,2024,1435
32,13,2024,546
33,13,2024,2648
34,13,2024,288
35,13,2024,3018
36,13,2024,2036
37,13,2024,529
38,13,2024,4610
39,13,2024,1604
40,13,2024,275
41,13,2024,6205
42,13,2024,120
43,13,2024,2676
44,13,2024,212
45,13,2024,1424
46,13,2024,8818
47,13,2024,1271
48,13,2024,2484
49,13,2024,239
50,13,2024,2284
51,13,2024,86
52,13,2024,88
1,9,2024,265
2,9,2024,1013
3,9,2024,4748
4,9,2024,1254
5,9,2024,555
6,9,2024,1361
7,9,2024,1865
8,9,2024,10952
9,9,2024,1597
10,9,2024,796
11,9,2024,2977
12,9,2024,1600
13,9,2024,1044
14,9,2024,2170
15,9,2024,1329
16,9,2024,384
17,9,2024,694
18,9,2024,2575
19,9,2024,774
20,9,2024,324
21,9,2024,1031
22,9,2024,672
23,9,2024,1339
24,9,2024,1210
25,9,2024,414
26,9,2024,769
27,9,2024,277
28,9,2024,30715
29,9,2024,4532
30,9,2024,3900
31,9,2024,1319
32,9,2024,295
33,9,2024,3065
34,9,2024,547
35,9,2024,1417
36,9,2024,1019
37,9,2024,1235
38,9,2024,1396
39,9,2024,2234
40,9,2024,650
41,9,2024,5839
42,9,2024,198
43,9,2024,1190
44,9,2024,237
45,9,2024,1447
46,9,2024,8506
47,9,2024,2461
48,9,2024,640
49,9,2024,360
50,9,2024,3688
51,9,2024,99
52,9,2024,116
1,9,2024,537
2,9,2024,462
3,9,2024,2550
4,9,2024,717
5,9,2024,222
6,9,2024,495
7,9,2024,1158
8,9,2024,7010
9,9,2024,877
10,9,2024,423
11,9,2024,1252
12,9,2024,945
13,9,2024,574
14,9,2024,852
15,9,2024,1221
16,9,2024,276
17,9,2024,573
18,9,2024,1015
19,9,2024,515
20,9,2024,797
21,9,2024,391
22,9,2024,415
23,9,2024,542
24,9,2024,741
25,9,2024,321
26,9,2024,500
27,9,2024,317
28,9,2024,13501
29,9,2024,1778
30,9,2024,1916
31,9,2024,1251
32,9,2024,324
33,9,2024,2008
34,9,2024,276
35,9,2024,1126
36,9,2024,1002
37,9,2024,440
38,9,2024,965
39,9,2024,1008
40,9,2024,302
41,9,2024,2307
42,9,2024,113
43,9,2024,864
44,9,2024,232
45,9,2024,1045
46,9,2024,4452
47,9,2024,1162
48,9,2024,1404
49,9,2024,199
50,9,2024,2161
51,9,2024,42
52,9,2024,55
1,9,2024,119
2,9,2024,179
3,9,2024,599
4,9,2024,119
5,9,2024,111
6,9,2024,260
7,9,2024,204
8,9,2024,1433
9,9,2024,772
10,9,2024,258
11,9,2024,411
12,9,2024,831
13,9,2024,177
14,9,2024,133
15,9,2024,165
16,9,2024,514
17,9,2024,96
18,9,2024,407
19,9,2024,260
20,9,2024,152
21,9,2024,108
22,9,2024,1591
23,9,2024,1581
24,9,2024,265
25,9,2024,60
26,9,2024,231
27,9,2024,59
28,9,2024,4104
29,9,2024,295
30,9,2024,768
31,9,2024,616
32,9,2024,64
33,9,2024,500
34,9,2024,226
35,9,2024,177
36,9,2024,144
37,9,2024,225
38,9,2024,173
39,9,2024,199
40,9,2024,187
41,9,2024,548
42,9,2024,3252
43,9,2024,191
44,9,2024,5356
45,9,2024,236
46,9,2024,1620
47,9,2024,600
48,9,2024,419
49,9,2024,734
50,9,2024,8275
51,9,2024,6
52,9,2024,9
1,9,2024,135
2,9,2024,226
3,9,2024,882
4,9,2024,269
5,9,2024,112
6,9,2024,281
7,9,2024,427
8,9,2024,2289
9,9,2024,397
10,9,2024,243
11,9,2024,923
12,9,2024,244
13,9,2024,250
14,9,2024,572
15,9,2024,466
16,9,2024,99
17,9,2024,196
18,9,2024,687
19,9,2024,208
20,9,2024,271
21,9,2024,224
22,9,2024,197
23,9,2024,297
24,9,2024,380
25,9,2024,100
26,9,2024,295
27,9,2024,111
28,9,2024,8222
29,9,2024,1020
30,9,2024,828
31,9,2024,542
32,9,2024,82
33,9,2024,1568
34,9,2024,158
35,9,2024,455
36,9,2024,311
37,9,2024,289
38,9,2024,473
39,9,2024,610
40,9,2024,162
41,9,2024,1605
42,9,2024,52
43,9,2024,175
44,9,2024,98
45,9,2024,302
46,9,2024,1484
47,9,2024,1011
48,9,2024,388
49,9,2024,166
50,9,2024,1083
51,9,2024,23
52,9,2024,14
1,9,2024,275
2,9,2024,162
3,9,2024,1200
4,9,2024,204
5,9,2024,61
6,9,2024,289
7,9,2024,744
8,9,2024,4631
9,9,2024,222
10,9,2024,196
11,9,2024,639
12,9,2024,389
13,9,2024,161
14,9,2024,309
15,9,2024,554
16,9,2024,74
17,9,2024,433
18,9,2024,468
19,9,2024,152
20,9,2024,463
21,9,2024,176
22,9,2024,149
23,9,2024,191
24,9,2024,292
25,9,2024,202
26,9,2024,205
27,9,2024,119
28,9,2024,4677
29,9,2024,683
30,9,2024,565
31,9,2024,744
32,9,2024,130
33,9,2024,775
34,9,2024,127
35,9,2024,536
36,9,2024,556
37,9,2024,197
38,9,2024,595
39,9,2024,303
40,9,2024,87
41,9,2024,995
42,9,2024,34
43,9,2024,431
44,9,2024,51
45,9,2024,278
46,9,2024,2060
47,9,2024,313
48,9,2024,924
49,9,2024,65
50,9,2024,578
51,9,2024,10
52,9,2024,13
1,9,2024,313
2,9,2024,126
3,9,2024,1108
4,9,2024,295
5,9,2024,74
6,9,2024,158
7,9,2024,1178
8,9,2024,3709
9,9,2024,222
10,9,2024,106
11,9,2024,471
12,9,2024,304
13,9,2024,145
14,9,2024,261
15,9,2024,349
16,9,2024,48
17,9,2024,461
18,9,2024,475
19,9,2024,135
20,9,2024,606
21,9,2024,475
22,9,2024,205
23,9,2024,146
24,9,2024,244
25,9,2024,371
26,9,2024,169
27,9,2024,107
28,9,2024,3453
29,9,2024,1101
30,9,2024,553
31,9,2024,711
32,9,2024,92
33,9,2024,521
34,9,2024,90
35,9,2024,574
36,9,2024,436
37,9,2024,115
38,9,2024,663
39,9,2024,485
40,9,2024,86
41,9,2024,917
42,9,2024,52
43,9,2024,486
44,9,2024,63
45,9,2024,212
46,9,2024,1571
47,9,2024,285
48,9,2024,884
49,9,2024,55
50,9,2024,697
51,9,2024,9
52,9,2024,13
1,9,2024,24
2,9,2024,24
3,9,2024,148
4,9,2024,377
5,9,2024,6
6,9,2024,26
7,9,2024,118
8,9,2024,849
9,9,2024,27
10,9,2024,24
11,9,2024,4000
12,9,2024,133
13,9,2024,29
14,9,2024,1362
15,9,2024,34
16,9,2024,10
17,9,2024,62
18,9,2024,1431
19,9,2024,31
20,9,2024,31
21,9,2024,1109
22,9,2024,15
23,9,2024,1034
24,9,2024,17
25,9,2024,25
26,9,2024,24
27,9,2024,5
28,9,2024,782
29,9,2024,2207
30,9,2024,74
31,9,2024,63
32,9,2024,12
33,9,2024,34
34,9,2024,10
35,9,2024,82
36,9,2024,44
37,9,2024,15
38,9,2024,86
39,9,2024,36
40,9,2024,13
41,9,2024,7692
42,9,2024,6
43,9,2024,156
44,9,2024,3
45,9,2024,60
46,9,2024,157
47,9,2024,22
48,9,2024,56
49,9,2024,10
50,9,2024,81
51,9,2024,17
52,9,2024,6
1,9,2024,83
2,9,2024,243
3,9,2024,919
4,9,2024,423
5,9,2024,114
6,9,2024,276
7,9,2024,469
8,9,2024,2111
9,9,2024,178
10,9,2024,213
11,9,2024,696
12,9,2024,302
13,9,2024,203
14,9,2024,472
15,9,2024,255
16,9,2024,77
17,9,2024,235
18,9,2024,633
19,9,2024,116
20,9,2024,117
21,9,2024,250
22,9,2024,88
23,9,2024,267
24,9,2024,198
25,9,2024,113
26,9,2024,134
27,9,2024,81
28,9,2024,3333
29,9,2024,882
30,9,2024,1132
31,9,2024,172
32,9,2024,78
33,9,2024,450
34,9,2024,76
35,9,2024,544
36,9,2024,262
37,9,2024,166
38,9,2024,477
39,9,2024,396
40,9,2024,74
41,9,2024,1057
42,9,2024,30
43,9,2024,295
44,9,2024,49
45,9,2024,276
46,9,2024,1407
47,9,2024,275
48,9,2024,182
49,9,2024,73
50,9,2024,433
51,9,2024,29
52,9,2024,7
1,9,2024,317
2,9,2024,123
3,9,2024,777
4,9,2024,174
5,9,2024,48
6,9,2024,95
7,9,2024,376
8,9,2024,2360
9,9,2024,254
10,9,2024,82
11,9,2024,344
12,9,2024,221
13,9,2024,100
14,9,2024,295
15,9,2024,387
16,9,2024,67
17,9,2024,285
18,9,2024,230
19,9,2024,95
20,9,2024,471
21,9,2024,230
22,9,2024,186
23,9,2024,252
24,9,2024,137
25,9,2024,184
26,9,2024,258
27,9,2024,95
28,9,2024,3027
29,9,2024,734
30,9,2024,463
31,9,2024,461
32,9,2024,65
33,9,2024,603
34,9,2024,81
35,9,2024,270
36,9,2024,331
37,9,2024,95
38,9,2024,268
39,9,2024,275
40,9,2024,57
41,9,2024,731
42,9,2024,32
43,9,2024,258
44,9,2024,69
45,9,2024,182
46,9,2024,1064
47,9,2024,323
48,9,2024,662
49,9,2024,43
50,9,2024,897
51,9,2024,11
52,9,2024,3
1,9,2024,88
2,9,2024,107
3,9,2024,404
4,9,2024,117
5,9,2024,58
6,9,2024,166
7,9,2024,267
8,9,2024,1891
9,9,2024,223
10,9,2024,112
11,9,2024,362
12,9,2024,138
13,9,2024,101
14,9,2024,415
15,9,2024,210
16,9,2024,50
17,9,2024,323
18,9,2024,378
19,9,2024,130
20,9,2024,158
21,9,2024,94
22,9,2024,89
23,9,2024,172
24,9,2024,286
25,9,2024,117
26,9,2024,140
27,9,2024,53
28,9,2024,2394
29,9,2024,468
30,9,2024,275
31,9,2024,202
32,9,2024,48
33,9,2024,935
34,9,2024,69
35,9,2024,198
36,9,2024,193
37,9,2024,106
38,9,2024,209
39,9,2024,345
40,9,2024,54
41,9,2024,793
42,9,2024,42
43,9,2024,280
44,9,2024,58
45,9,2024,152
46,9,2024,626
47,9,2024,249
48,9,2024,330
49,9,2024,46
50,9,2024,402
51,9,2024,10
52,9,2024,11
1,9,2024,99
2,9,2024,85
3,9,2024,359
4,9,2024,77
5,9,2024,31
6,9,2024,67
7,9,2024,270
8,9,2024,4555
9,9,2024,127
10,9,2024,57
11,9,2024,217
12,9,2024,132
13,9,2024,58
14,9,2024,100
15,9,2024,245
16,9,2024,36
17,9,2024,722
18,9,2024,137
19,9,2024,84
20,9,2024,147
21,9,2024,66
22,9,2024,64
23,9,2024,65
24,9,2024,92
25,9,2024,322
26,9,2024,93
27,9,2024,74
28,9,2024,1742
29,9,2024,225
30,9,2024,272
31,9,2024,231
32,9,2024,74
33,9,2024,221
34,9,2024,44
35,9,2024,181
36,9,2024,184
37,9,2024,65
38,9,2024,213
39,9,2024,154
40,9,2024,32
41,9,2024,353
42,9,2024,24
43,9,2024,610
44,9,2024,44
45,9,2024,110
46,9,2024,494
47,9,2024,141
48,9,2024,230
49,9,2024,37
50,9,2024,251
51,9,2024,9
52,9,2024,7
1,9,2024,83
2,9,2024,68
3,9,2024,576
4,9,2024,81
5,9,2024,23
6,9,2024,157
7,9,2024,241
8,9,2024,1791
9,9,2024,87
10,9,2024,73
11,9,2024,280
12,9,2024,186
13,9,2024,90
14,9,2024,349
15,9,2024,211
16,9,2024,44
17,9,2024,215
18,9,2024,266
19,9,2024,68
20,9,2024,153
21,9,2024,83
22,9,2024,53
23,9,2024,167
24,9,2024,94
25,9,2024,133
26,9,2024,71
27,9,2024,79
28,9,2024,978
29,9,2024,380
30,9,2024,234
31,9,2024,176
32,9,2024,74
33,9,2024,387
34,9,2024,38
35,9,2024,290
36,9,2024,215
37,9,2024,57
38,9,2024,221
39,9,2024,148
40,9,2024,23
41,9,2024,491
42,9,2024,22
43,9,2024,233
44,9,2024,32
45,9,2024,156
46,9,2024,718
47,9,2024,115
48,9,2024,248
49,9,2024,38
50,9,2024,112
51,9,2024,20
52,9,2024,4
1,9,2024,27
2,9,2024,71
3,9,2024,373
4,9,2024,111
5,9,2024,91
6,9,2024,118
7,9,2024,151
8,9,2024,655
9,9,2024,109
10,9,2024,84
11,9,2024,168
12,9,2024,161
13,9,2024,103
14,9,2024,177
15,9,2024,146
16,9,2024,62
17,9,2024,72
18,9,2024,178
19,9,2024,125
20,9,2024,32
21,9,2024,72
22,9,2024,68
23,9,2024,149
24,9,2024,132
25,9,2024,52
26,9,2024,75
27,9,2024,42
28,9,2024,2264
29,9,2024,242
30,9,2024,320
31,9,2024,75
32,9,2024,46
33,9,2024,254
34,9,2024,75
35,9,2024,119
36,9,2024,119
37,9,2024,103
38,9,2024,116
39,9,2024,154
40,9,2024,76
41,9,2024,411
42,9,2024,17
43,9,2024,100
44,9,2024,84
45,9,2024,266
46,9,2024,522
47,9,2024,233
48,9,2024,70
49,9,2024,50
50,9,2024,282
51,9,2024,5
52,9,2024,10
1,9,2024,56
2,9,2024,109
3,9,2024,354
4,9,2024,151
5,9,2024,69
6,9,2024,169
7,9,2024,108
8,9,2024,406
9,9,2024,289
10,9,2024,104
11,9,2024,202
12,9,2024,205
13,9,2024,61
14,9,2024,180
15,9,2024,215
16,9,2024,106
17,9,2024,64
18,9,2024,308
19,9,2024,77
20,9,2024,43
21,9,2024,115
22,9,2024,122
23,9,2024,292
24,9,2024,158
25,9,2024,66
26,9,2024,159
27,9,2024,169
28,9,2024,791
29,9,2024,233
30,9,2024,240
31,9,2024,209
32,9,2024,66
33,9,2024,238
34,9,2024,52
35,9,2024,115
36,9,2024,163
37,9,2024,124
38,9,2024,107
39,9,2024,167
40,9,2024,116
41,9,2024,417
42,9,2024,22
43,9,2024,172
44,9,2024,68
45,9,2024,197
46,9,2024,584
47,9,2024,172
48,9,2024,110
49,9,2024,325
50,9,2024,198
51,9,2024,8
52,9,2024,10
1,9,2024,47
2,9,2024,85
3,9,2024,433
4,9,2024,57
5,9,2024,98
6,9,2024,103
7,9,2024,190
8,9,2024,561
9,9,2024,125
10,9,2024,58
11,9,2024,209
12,9,2024,96
13,9,2024,55
14,9,2024,130
15,9,2024,110
16,9,2024,29
17,9,2024,60
18,9,2024,165
19,9,2024,68
20,9,2024,58
21,9,2024,98
22,9,2024,37
23,9,2024,140
24,9,2024,70
25,9,2024,35
26,9,2024,66
27,9,2024,24
28,9,2024,2278
29,9,2024,357
30,9,2024,232
31,9,2024,199
32,9,2024,34
33,9,2024,244
34,9,2024,40
35,9,2024,151
36,9,2024,142
37,9,2024,78
38,9,2024,154
39,9,2024,124
40,9,2024,40
41,9,2024,416
42,9,2024,15
43,9,2024,55
44,9,2024,13
45,9,2024,97
46,9,2024,623
47,9,2024,128
48,9,2024,111
49,9,2024,26
50,9,2024,247
51,9,2024,16
52,9,2024,3
1,9,2024,57
2,9,2024,47
3,9,2024,329
4,9,2024,103
5,9,2024,26
6,9,2024,70
7,9,2024,124
8,9,2024,970
9,9,2024,79
10,9,2024,35
11,9,2024,188
12,9,2024,96
13,9,2024,47
14,9,2024,165
15,9,2024,119
16,9,2024,29
17,9,2024,91
18,9,2024,135
19,9,2024,32
20,9,2024,96
21,9,2024,64
22,9,2024,52
23,9,2024,113
24,9,2024,55
25,9,2024,44
26,9,2024,51
27,9,2024,32
28,9,2024,897
29,9,2024,222
30,9,2024,308
31,9,2024,128
32,9,2024,35
33,9,2024,223
34,9,2024,20
35,9,2024,188
36,9,2024,155
37,9,2024,26
38,9,2024,226
39,9,2024,109
40,9,2024,21
41,9,2024,256
42,9,2024,12
43,9,2024,97
44,9,2024,22
45,9,2024,68
46,9,2024,695
47,9,2024,81
48,9,2024,191
49,9,2024,27
50,9,2024,311
51,9,2024,3
52,9,2024,5
1,9,2024,51
2,9,2024,53
3,9,2024,306
4,9,2024,52
5,9,2024,20
6,9,2024,59
7,9,2024,153
8,9,2024,575
9,9,2024,63
10,9,2024,46
11,9,2024,205
12,9,2024,66
13,9,2024,49
14,9,2024,97
15,9,2024,96
16,9,2024,16
17,9,2024,63
18,9,2024,109
19,9,2024,43
20,9,2024,72
21,9,2024,65
22,9,2024,33
23,9,2024,64
24,9,2024,50
25,9,2024,34
26,9,2024,60
27,9,2024,28
28,9,2024,1317
29,9,2024,235
30,9,2024,209
31,9,2024,139
32,9,2024,29
33,9,2024,162
34,9,2024,23
35,9,2024,183
36,9,2024,105
37,9,2024,46
38,9,2024,131
39,9,2024,111
40,9,2024,28
41,9,2024,279
42,9,2024,4
43,9,2024,69
44,9,2024,11
45,9,2024,74
46,9,2024,395
47,9,2024,88
48,9,2024,117
49,9,2024,18
50,9,2024,127
51,9,2024,4
52,9,2024,6
1,9,2024,26
2,9,2024,19
3,9,2024,405
4,9,2024,35
5,9,2024,23
6,9,2024,53
7,9,2024,144
8,9,2024,1484
9,9,2024,58
10,9,2024,21
11,9,2024,133
12,9,2024,149
13,9,2024,18
14,9,2024,59
15,9,2024,77
16,9,2024,14
17,9,2024,258
18,9,2024,49
19,9,2024,28
20,9,2024,54
21,9,2024,60
22,9,2024,24
23,9,2024,78
24,9,2024,28
25,9,2024,205
26,9,2024,33
27,9,2024,43
28,9,2024,480
29,9,2024,245
30,9,2024,96
31,9,2024,70
32,9,2024,12
33,9,2024,118
34,9,2024,7
35,9,2024,108
36,9,2024,83
37,9,2024,72
38,9,2024,66
39,9,2024,37
40,9,2024,13
41,9,2024,91
42,9,2024,10
